Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000267727.1	ENSG00000267727	chr19	+	33301279	33301940	0.000000	0.000000	0.000000
ENSG00000267296.2	CEBPA-DT	chr19	+	33302857	33305054	0.000000	0.000000	0.000000
ENSG00000267130.1	ENSG00000267130	chr19	+	33305036	33309387	0.000000	0.000000	0.000000
ENSG00000243864.1	RPS3AP50	chr19	+	33340686	33341984	17.988169	2438.904859	2455.027039
ENSG00000266899.2	AKR1B1P7	chr19	-	33360497	33361448	2.518908	341.523196	343.780807
ENSG00000153879.9	CEBPG	chr19	+	33373685	33382686	0.208595	63.154948	63.572429
ENSG00000124299.16	PEPD	chr19	-	33386950	33521823	0.034396	114.511392	115.268360
ENSG00000266985.1	ENSG00000266985	chr19	+	33555568	33557470	0.000000	0.000000	0.000000
ENSG00000232429.3	RPL21P131	chr19	-	33589206	33589688	92.004141	12474.273870	12556.734033
ENSG00000124302.13	CHST8	chr19	+	33621953	33773509	0.000000	0.000000	0.000000
ENSG00000153885.15	KCTD15	chr19	+	33795933	33815763	0.000000	0.000000	0.000000
ENSG00000289539.1	ENSG00000289539	chr19	-	33905094	33906065	0.000000	0.000000	0.000000
ENSG00000277013.2	SUNO1	chr19	+	33906352	33908393	0.000000	0.000000	0.000000
ENSG00000240626.3	RN7SL150P	chr19	-	33927364	33927625	0.000000	0.000000	0.000000
ENSG00000287526.1	ENSG00000287526	chr19	-	33997289	34066283	0.000000	0.000000	0.000000
ENSG00000239253.1	RPS4XP23	chr19	+	34021659	34021895	1.877637	254.577217	256.260079
ENSG00000249987.1	RPS4XP20	chr19	-	34022656	34023427	17.926586	2430.555200	2446.622185
ENSG00000186008.7	RPS4XP21	chr19	-	34092561	34093310	20.512112	2781.110719	2799.495023
ENSG00000270849.1	CHCHD2P3	chr19	+	34126973	34127423	4.455654	604.114637	608.108087
ENSG00000257103.9	LSM14A	chr19	+	34172504	34229288	1.898916	362.877107	365.275876
ENSG00000166398.14	GARRE1	chr19	+	34254552	34355566	0.025485	43.997902	44.288747
ENSG00000257074.3	RPL29P33	chr19	-	34296277	34296592	100.553297	13633.401189	13723.523668
ENSG00000267219.1	ENSG00000267219	chr19	-	34348356	34359412	0.000000	0.000000	0.000000
ENSG00000105220.17	GPI	chr19	+	34359480	34402413	4.163535	1960.165403	1973.122916
ENSG00000266953.6	ENSG00000266953	chr19	+	34396315	34409364	0.000000	0.000000	0.000000
ENSG00000126249.8	PDCD2L	chr19	+	34404399	34426168	0.552966	86.521737	87.093682
ENSG00000264317.2	RN7SL154P	chr19	-	34421988	34422311	0.000000	0.000000	0.000000
ENSG00000267024.1	ENSG00000267024	chr19	-	34426112	34428273	0.000000	0.000000	0.000000
ENSG00000126261.13	UBA2	chr19	+	34428352	34471251	1.490302	508.757309	512.120407
ENSG00000142279.13	WTIP	chr19	+	34481758	34512304	0.013835	1.885158	1.897619
ENSG00000239210.2	RPS26P55	chr19	-	34533427	34534084	40.227528	5454.202343	5490.256899
ENSG00000248830.1	ZNF807P	chr19	-	34542462	34545395	0.000000	0.000000	0.000000
ENSG00000268751.2	SCGB1B2P	chr19	-	34576728	34577797	0.000000	0.000000	0.000000
ENSG00000205209.8	SCGB2B2	chr19	-	34590644	34677159	0.003592	5.307700	5.342786
ENSG00000271049.1	ENSG00000271049	chr19	+	34634844	34635717	0.000000	0.000000	0.000000
ENSG00000252230.1	ENSG00000252230	chr19	-	34637696	34637781	0.000000	0.000000	0.000000
ENSG00000268683.1	ENSG00000268683	chr19	-	34638122	34640689	0.000000	0.000000	0.000000
ENSG00000279971.1	ENSG00000279971	chr19	+	34645380	34646838	0.000000	0.000000	0.000000
ENSG00000269811.2	SCGB2B3P	chr19	+	34645662	34646070	0.000000	0.000000	0.000000
ENSG00000279329.1	ENSG00000279329	chr19	-	34675717	34677581	0.040349	5.470672	5.506835
ENSG00000089335.22	ZNF302	chr19	+	34677639	34686397	0.348967	62.017536	62.427497
ENSG00000274104.2	ENSG00000274104	chr19	-	34733298	34734501	0.000000	0.000000	0.000000
ENSG00000197841.15	ZNF181	chr19	+	34734155	34745378	0.000000	0.000000	0.000000
ENSG00000153896.19	ZNF599	chr19	-	34758073	34773229	0.000000	0.000000	0.000000
ENSG00000270281.1	ENSG00000270281	chr19	-	34779412	34780021	0.000000	0.000000	0.000000
ENSG00000267767.3	LINC01801	chr19	-	34788527	34832869	0.000000	0.000000	0.000000
ENSG00000261754.2	ENSG00000261754	chr19	-	34811589	34814345	0.000000	0.000000	0.000000
ENSG00000271666.1	ENSG00000271666	chr19	+	34825414	34825996	0.000000	0.000000	0.000000
ENSG00000269086.3	LINC02965	chr19	+	34837889	34872479	0.000000	0.000000	0.000000
ENSG00000271109.2	LINC03049	chr19	-	34849046	34860747	0.000000	0.000000	0.000000
ENSG00000270624.1	ENSG00000270624	chr19	+	34866352	34866919	0.000000	0.000000	0.000000
ENSG00000271171.3	LINC00904	chr19	-	34891605	34905139	0.000000	0.000000	0.000000
ENSG00000269037.1	LINC01838	chr19	+	34905315	34908188	0.000000	0.000000	0.000000
ENSG00000270876.3	ZNF30-AS1	chr19	-	34905335	34926828	0.000000	0.000000	0.000000
ENSG00000168661.15	ZNF30	chr19	+	34926903	34945170	0.257923	36.210238	36.449603
ENSG00000280106.1	ENSG00000280106	chr19	-	34949038	34951205	0.000000	0.000000	0.000000
ENSG00000180884.10	ZNF792	chr19	-	34956354	34964229	0.000000	0.000000	0.000000
ENSG00000089351.15	GRAMD1A	chr19	+	34994784	35026471	0.287245	272.875068	274.678887
ENSG00000269303.1	GRAMD1A-AS1	chr19	-	34998233	35000170	0.000000	0.000000	0.000000
ENSG00000271032.1	ENSG00000271032	chr19	-	35014961	35025335	0.000000	0.000000	0.000000
ENSG00000105711.14	SCN1B	chr19	+	35030470	35040449	0.000000	0.000000	0.000000
ENSG00000105707.15	HPN	chr19	+	35040506	35066573	0.000000	0.000000	0.000000
ENSG00000227392.3	HPN-AS1	chr19	-	35042902	35106307	0.000000	0.000000	0.000000
ENSG00000179066.8	ENSG00000179066	chr19	+	35090930	35113664	0.000000	0.000000	0.000000
ENSG00000285526.1	ENSG00000285526	chr19	+	35106510	35124297	0.000000	0.000000	0.000000
ENSG00000089356.19	FXYD3	chr19	+	35115823	35124324	0.000000	0.000000	0.000000
ENSG00000284065.1	MIR6887	chr19	+	35122700	35122764	0.000000	0.000000	0.000000
ENSG00000153902.14	LGI4	chr19	-	35124513	35142451	0.000000	0.000000	0.000000
ENSG00000279619.1	ENSG00000279619	chr19	-	35137645	35139580	0.000000	0.000000	0.000000
ENSG00000266964.6	FXYD1	chr19	+	35138824	35143109	0.000000	0.000000	0.000000
ENSG00000221857.7	ENSG00000221857	chr19	+	35138824	35151336	0.000000	0.000000	0.000000
ENSG00000221946.8	FXYD7	chr19	+	35143250	35154302	0.000000	0.000000	0.000000
ENSG00000089327.15	FXYD5	chr19	+	35154730	35169881	1.338683	619.204033	623.297230
ENSG00000177558.4	FAM187B	chr19	-	35224800	35228739	0.000000	0.000000	0.000000
ENSG00000262497.1	FAM187B2P	chr19	-	35232291	35233003	0.000000	0.000000	0.000000
ENSG00000105699.17	LSR	chr19	+	35248330	35267964	0.305282	66.542781	66.982657
ENSG00000271366.1	ENSG00000271366	chr19	-	35251440	35253639	0.000000	0.000000	0.000000
ENSG00000268947.1	ENSG00000268947	chr19	+	35262846	35264804	0.000000	0.000000	0.000000
ENSG00000288942.1	ENSG00000288942	chr19	-	35267862	35268080	0.000000	0.000000	0.000000
ENSG00000105698.16	USF2	chr19	+	35268962	35279821	1.381749	707.049610	711.723504
ENSG00000105697.9	HAMP	chr19	+	35280716	35285143	0.004484	0.663141	0.667524
ENSG00000105695.15	MAG	chr19	+	35292125	35313807	0.000000	0.000000	0.000000
ENSG00000289845.1	ENSG00000289845	chr19	-	35316293	35319048	0.000000	0.000000	0.000000
ENSG00000012124.17	CD22	chr19	+	35319261	35347361	3.341209	1136.500005	1144.012745
ENSG00000269553.1	ENSG00000269553	chr19	+	35330843	35331920	0.409195	55.480226	55.846973
ENSG00000284034.1	MIR5196	chr19	+	35345513	35345627	0.001403	0.190224	0.191482
ENSG00000126266.4	FFAR1	chr19	+	35347902	35353864	0.000000	0.000000	0.000000
ENSG00000185897.7	FFAR3	chr19	+	35358460	35360489	0.000000	0.000000	0.000000
ENSG00000126251.7	GPR42	chr19	+	35371068	35372962	0.000000	0.000000	0.000000
ENSG00000268222.1	EEF1A1P7	chr19	+	35382172	35384052	518.008306	70233.550424	70697.823540
ENSG00000205786.8	LINC01531	chr19	+	35399511	35419385	0.002511	0.753439	0.758420
ENSG00000283479.1	ENSG00000283479	chr19	+	35407770	35408493	0.000000	0.000000	0.000000
ENSG00000264400.2	RN7SL491P	chr19	-	35414881	35415149	0.000000	0.000000	0.000000
ENSG00000233214.1	ENSG00000233214	chr19	-	35424062	35424652	0.000000	0.000000	0.000000
ENSG00000232680.2	ENSG00000232680	chr19	-	35432957	35434642	0.000000	0.000000	0.000000
ENSG00000288731.1	ENSG00000288731	chr19	-	35435765	35436509	0.000000	0.000000	0.000000
ENSG00000289246.2	ENSG00000289246	chr19	+	35436753	35437366	0.000000	0.000000	0.000000
ENSG00000126262.5	FFAR2	chr19	+	35443907	35451767	0.000000	0.000000	0.000000
ENSG00000188508.11	KRTDAP	chr19	-	35487324	35495558	0.000000	0.000000	0.000000
ENSG00000161249.21	DMKN	chr19	-	35497220	35513658	0.000000	0.000000	0.000000
ENSG00000189001.11	SBSN	chr19	-	35523367	35528351	0.000000	0.000000	0.000000
ENSG00000105679.9	GAPDHS	chr19	+	35533455	35545319	0.000000	0.000000	0.000000
ENSG00000236144.9	TMEM147-AS1	chr19	-	35540738	35546029	0.185721	28.959757	29.151193
ENSG00000105677.12	TMEM147	chr19	+	35545600	35547526	1.121536	331.852001	334.045681
ENSG00000105675.9	ATP4A	chr19	-	35550031	35563658	0.000000	0.000000	0.000000
ENSG00000283907.2	ENSG00000283907	chr19	+	35557928	35581960	41.929945	6076.299328	6116.466206
ENSG00000291292.1	ENSG00000291292	chr19	-	35576602	35577354	0.000000	0.000000	0.000000
ENSG00000283758.2	PMIS2	chr19	+	35586161	35587296	0.000000	0.000000	0.000000
ENSG00000224910.2	LINC01766	chr19	+	35596581	35601596	0.000000	0.000000	0.000000
ENSG00000267626.1	HAUS5-DT	chr19	-	35608285	35612666	0.000000	0.000000	0.000000
ENSG00000249115.9	HAUS5	chr19	+	35612735	35625355	0.459250	97.110427	97.752368
ENSG00000126254.12	RBM42	chr19	+	35629030	35637686	1.674603	360.555640	362.939064
ENSG00000105672.15	ETV2	chr19	+	35641745	35644871	0.000000	0.000000	0.000000
ENSG00000126267.11	COX6B1	chr19	+	35648323	35658782	2.496301	2128.423039	2142.492805
ENSG00000105668.8	UPK1A	chr19	+	35666517	35678481	0.000000	0.000000	0.000000
ENSG00000226510.2	UPK1A-AS1	chr19	-	35667948	35673304	0.000000	0.000000	0.000000
ENSG00000267190.1	TYMSP2	chr19	-	35683778	35684201	0.868047	117.693137	118.471138
ENSG00000011590.14	ZBTB32	chr19	+	35704558	35717038	0.985710	192.496635	193.769118
ENSG00000272333.8	KMT2B	chr19	+	35717973	35738880	0.271744	46.926784	47.236990
ENSG00000126246.10	IGFLR1	chr19	-	35738801	35742453	0.000000	0.000000	0.000000
ENSG00000267120.3	ENSG00000267120	chr19	-	35739252	35745432	0.464939	63.038211	63.454920
ENSG00000161265.15	U2AF1L4	chr19	-	35742464	35745445	0.280858	42.400996	42.681284
ENSG00000205155.8	PSENEN	chr19	+	35745600	35747519	0.407728	90.188737	90.784922
ENSG00000188223.9	ENSG00000188223	chr19	+	35745678	35754519	0.000000	0.000000	0.000000
ENSG00000267439.1	ENSG00000267439	chr19	-	35747057	35753415	0.000000	0.000000	0.000000
ENSG00000267796.8	LIN37	chr19	+	35748361	35754519	0.000000	0.000000	0.000000
ENSG00000267328.1	ENSG00000267328	chr19	+	35754566	35755490	0.000000	0.000000	0.000000
ENSG00000004776.13	HSPB6	chr19	-	35754566	35758079	0.000000	0.000000	0.000000
ENSG00000167595.16	PROSER3	chr19	+	35758143	35771166	0.139393	31.725667	31.935387
ENSG00000267049.1	ENSG00000267049	chr19	-	35769144	35771028	0.000000	0.000000	0.000000
ENSG00000004777.19	ARHGAP33	chr19	+	35774532	35788822	0.078213	19.020784	19.146520
ENSG00000225872.6	TEX14BP	chr19	-	35785697	35797935	0.000000	0.000000	0.000000
ENSG00000250799.11	PRODH2	chr19	-	35799988	35813299	0.000000	0.000000	0.000000
ENSG00000161270.20	NPHS1	chr19	-	35825372	35869287	0.000000	0.000000	0.000000
ENSG00000126259.20	KIRREL2	chr19	+	35855861	35867136	0.000000	0.000000	0.000000
ENSG00000105290.13	APLP1	chr19	+	35867899	35879792	0.000000	0.000000	0.000000
ENSG00000243968.2	RN7SL402P	chr19	+	35881890	35882153	0.000000	0.000000	0.000000
ENSG00000167604.15	NFKBID	chr19	-	35887653	35902303	0.412846	98.658523	99.310698
ENSG00000280194.1	ENSG00000280194	chr19	-	35901561	35903855	0.040768	5.527482	5.564021
ENSG00000126264.10	HCST	chr19	+	35902529	35904377	0.432189	58.597840	58.985196
ENSG00000011600.12	TYROBP	chr19	-	35904401	35908295	0.000000	0.000000	0.000000
ENSG00000126243.9	LRFN3	chr19	+	35935358	35946624	0.146739	21.698430	21.841865
ENSG00000267786.1	ENSG00000267786	chr19	+	35947115	35959192	0.000000	0.000000	0.000000
ENSG00000267113.1	ENSG00000267113	chr19	-	35957121	35957382	0.271114	36.758675	37.001665
ENSG00000267388.1	ENSG00000267388	chr19	+	35960512	35964063	0.000000	0.000000	0.000000
ENSG00000205138.4	SDHAF1	chr19	+	35995188	35996312	0.641011	86.910727	87.485243
ENSG00000181392.17	SYNE4	chr19	-	36003307	36008813	0.000000	0.000000	0.000000
ENSG00000248101.2	ENSG00000248101	chr19	-	36008638	36014235	0.000000	0.000000	0.000000
ENSG00000239382.11	ALKBH6	chr19	-	36009120	36014239	0.240746	74.632933	75.126288
ENSG00000267698.2	ENSG00000267698	chr19	+	36014493	36045972	0.000000	0.000000	0.000000
ENSG00000105270.15	CLIP3	chr19	-	36014660	36033343	0.000000	0.000000	0.000000
ENSG00000161277.11	THAP8	chr19	-	36034984	36054739	0.083286	15.092650	15.192418
ENSG00000075702.19	WDR62	chr19	+	36054649	36105108	0.078060	37.338702	37.585527
ENSG00000280023.1	ENSG00000280023	chr19	+	36070239	36071070	0.057814	7.838644	7.890460
ENSG00000105261.8	OVOL3	chr19	+	36111143	36113711	0.000000	0.000000	0.000000
ENSG00000105258.9	POLR2I	chr19	-	36113709	36115213	0.640401	192.086901	193.356675
ENSG00000105254.12	TBCB	chr19	+	36114289	36125947	0.399611	437.810900	440.705013
ENSG00000279504.1	ENSG00000279504	chr19	+	36114362	36115146	0.000000	0.000000	0.000000
ENSG00000126247.11	CAPNS1	chr19	+	36139953	36150353	3.367054	1210.849703	1218.853926
ENSG00000270760.1	ENSG00000270760	chr19	-	36144081	36148348	0.000000	0.000000	0.000000
ENSG00000161281.11	COX7A1	chr19	-	36150922	36152449	0.000000	0.000000	0.000000
ENSG00000267005.1	ENSG00000267005	chr19	-	36173406	36173853	0.000000	0.000000	0.000000
ENSG00000196357.12	ZNF565	chr19	-	36182276	36246257	0.000000	0.000000	0.000000
ENSG00000200179.1	Y_RNA	chr19	-	36203347	36203459	0.000000	0.000000	0.000000
ENSG00000167635.12	ZNF146	chr19	+	36214602	36238771	1.607823	238.929216	240.508638
ENSG00000267053.9	ENSG00000267053	chr19	+	36257662	36321276	0.000000	0.000000	0.000000
ENSG00000232677.11	LINC00665	chr19	-	36259540	36331770	0.000000	0.000000	0.000000
ENSG00000142065.14	ZFP14	chr19	-	36334453	36379201	0.000000	0.000000	0.000000
ENSG00000266973.1	ENSG00000266973	chr19	+	36378028	36378832	0.000000	0.000000	0.000000
ENSG00000267363.1	ENSG00000267363	chr19	-	36379351	36380912	0.000000	0.000000	0.000000
ENSG00000181007.9	ZFP82	chr19	-	36383120	36418644	0.044255	51.272788	51.611723
ENSG00000267142.1	ENSG00000267142	chr19	+	36421536	36422534	0.150272	20.374453	20.509137
ENSG00000186017.16	ZNF566	chr19	-	36445119	36489902	0.000000	0.000000	0.000000
