Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000260725.1	ENSG00000260725	chr19	-	28418483	28429490	0.000000	0.000000	0.000000
ENSG00000283403.1	ENSG00000283403	chr19	-	28435388	28727680	0.000000	0.000000	0.000000
ENSG00000267243.6	ENSG00000267243	chr19	-	28437060	28535277	0.000000	0.000000	0.000000
ENSG00000266893.1	ENSG00000266893	chr19	-	28491864	28632728	0.000000	0.000000	0.000000
ENSG00000267423.1	ENSG00000267423	chr19	+	28509238	28518728	0.000000	0.000000	0.000000
ENSG00000267537.1	ENSG00000267537	chr19	-	28602379	28648303	0.000000	0.000000	0.000000
ENSG00000266976.3	ENSG00000266976	chr19	+	28606688	28615229	0.000000	0.000000	0.000000
ENSG00000283269.2	ENSG00000283269	chr19	-	28683071	28724989	0.000000	0.000000	0.000000
ENSG00000290606.1	ENSG00000290606	chr19	-	28704249	28727777	0.000000	0.000000	0.000000
ENSG00000267799.1	MAN1A2P1	chr19	-	28790812	28792871	0.000000	0.000000	0.000000
ENSG00000267617.2	ENSG00000267617	chr19	+	28869507	28879176	0.000000	0.000000	0.000000
ENSG00000267339.8	LINC00906	chr19	+	28883430	28970874	0.000000	0.000000	0.000000
ENSG00000267683.1	ENSG00000267683	chr19	+	28892931	28895949	0.000000	0.000000	0.000000
ENSG00000267027.1	ENSG00000267027	chr19	-	28949437	28950200	0.000000	0.000000	0.000000
ENSG00000267240.1	ENSG00000267240	chr19	-	28960506	28964943	0.000000	0.000000	0.000000
ENSG00000252272.1	RNA5SP470	chr19	+	29001670	29001775	0.000000	0.000000	0.000000
ENSG00000267014.6	LINC01532	chr19	+	29002319	29015160	0.000000	0.000000	0.000000
ENSG00000288017.1	ENSG00000288017	chr19	-	29083094	29093031	0.000000	0.000000	0.000000
ENSG00000169021.6	UQCRFS1	chr19	-	29205320	29213151	2.907323	384.457271	426.590382
ENSG00000267498.2	UQCRFS1-DT	chr19	+	29213235	29216604	0.000000	0.000000	0.000000
ENSG00000276251.1	ENSG00000276251	chr19	+	29220864	29221666	0.000000	0.000000	0.000000
ENSG00000276631.1	ENSG00000276631	chr19	+	29222542	29223137	0.000000	0.000000	0.000000
ENSG00000241604.3	RN7SL340P	chr19	-	29233090	29233385	0.000000	0.000000	0.000000
ENSG00000287272.1	ENSG00000287272	chr19	+	29268976	29298576	0.000000	0.000000	0.000000
ENSG00000264515.7	VSTM2B-DT	chr19	-	29287011	29525752	0.000000	0.000000	0.000000
ENSG00000267574.1	ENSG00000267574	chr19	+	29448038	29448380	0.000000	0.000000	0.000000
ENSG00000266248.1	ENSG00000266248	chr19	-	29489775	29526948	0.000000	0.000000	0.000000
ENSG00000279387.1	ENSG00000279387	chr19	-	29506966	29509041	0.000000	0.000000	0.000000
ENSG00000187135.8	VSTM2B	chr19	+	29525994	29564551	0.000000	0.000000	0.000000
ENSG00000105171.10	POP4	chr19	+	29606283	29617237	0.574488	176.295399	195.615813
ENSG00000166289.6	PLEKHF1	chr19	+	29665459	29675477	0.227379	177.673579	197.145029
ENSG00000131943.20	C19orf12	chr19	-	29698937	29715789	0.297165	48.144386	53.420584
ENSG00000289030.1	ENSG00000289030	chr19	+	29715305	29716067	0.000000	0.000000	0.000000
ENSG00000286867.1	ENSG00000286867	chr19	-	29775504	29781216	0.000000	0.000000	0.000000
ENSG00000105173.14	CCNE1	chr19	+	29811991	29824312	0.695449	162.831501	180.676391
ENSG00000286538.1	ENSG00000286538	chr19	-	29838532	29841818	0.000000	0.000000	0.000000
ENSG00000267433.1	ENSG00000267433	chr19	-	29901696	29901869	0.000000	0.000000	0.000000
ENSG00000278895.1	ENSG00000278895	chr19	+	29915862	29917830	0.090655	11.987995	13.301773
ENSG00000267258.1	PPIAP58	chr19	+	29921182	29921653	34.823093	4604.920507	5109.578996
ENSG00000105176.18	URI1	chr19	+	29923644	30016612	0.181259	167.188728	185.511131
ENSG00000242100.2	RPL9P32	chr19	-	29956369	29956988	95.685005	12653.150648	14039.823855
ENSG00000267006.1	ENSG00000267006	chr19	-	30028741	30029916	0.000000	0.000000	0.000000
ENSG00000267692.1	TAF9P3	chr19	+	30037285	30037411	3.118110	412.331228	457.519077
ENSG00000266910.2	ENSG00000266910	chr19	+	30037423	30038181	2.785679	368.371366	408.741605
ENSG00000287859.1	ENSG00000287859	chr19	+	30058229	30060797	0.000000	0.000000	0.000000
ENSG00000288072.1	ENSG00000288072	chr19	+	30078133	30085893	0.000000	0.000000	0.000000
ENSG00000267223.1	ENSG00000267223	chr19	-	30219666	30228715	0.000000	0.000000	0.000000
ENSG00000198597.10	ZNF536	chr19	+	30224891	30713586	0.000000	0.000000	0.000000
ENSG00000289187.1	ENSG00000289187	chr19	+	30493091	30494970	0.000000	0.000000	0.000000
ENSG00000280061.1	ENSG00000280061	chr19	+	30553956	30558058	0.000000	0.000000	0.000000
ENSG00000267760.1	ENSG00000267760	chr19	-	30665274	30668647	0.000000	0.000000	0.000000
ENSG00000290384.1	ENSG00000290384	chr19	-	186373	195696	0.356279	78.943173	87.594645
ENSG00000281379.3	SEPTIN14P19	chr19	-	191115	191325	0.207127	27.389967	30.391665
ENSG00000282059.1	CICP19	chr19	+	193239	195595	0.137765	18.217706	20.214205
ENSG00000282416.1	ENSG00000282416	chr19	-	197310	198066	1.873874	247.796507	274.952809
ENSG00000282051.1	ENSG00000282051	chr19	+	197961	200775	0.466842	89.769196	99.607105
ENSG00000282508.2	LINC01002	chr19	-	198264	246544	0.167351	413.697770	459.035381
ENSG00000282339.1	ENSG00000282339	chr19	-	200499	201174	0.227209	30.045562	33.338289
ENSG00000222329.1	RNU6-1076P	chr19	-	223158	223261	0.000000	0.000000	0.000000
ENSG00000282393.1	ENSG00000282393	chr19	-	248551	251571	0.180735	23.899954	26.519177
ENSG00000141934.10	PLPP2	chr19	-	281040	291403	0.000000	0.000000	0.000000
ENSG00000267124.2	ENSG00000267124	chr19	+	305573	306467	0.000000	0.000000	0.000000
ENSG00000105556.12	MIER2	chr19	-	305573	344815	0.144163	61.551026	68.296473
ENSG00000105549.11	THEG	chr19	-	361747	376026	0.000000	0.000000	0.000000
ENSG00000286667.1	ENSG00000286667	chr19	+	382725	387533	0.022312	2.950484	3.273831
ENSG00000267443.2	ENSG00000267443	chr19	+	397589	399173	0.000000	0.000000	0.000000
ENSG00000183186.8	C2CD4C	chr19	-	405445	409147	0.000000	0.000000	0.000000
ENSG00000129946.11	SHC2	chr19	-	416589	461033	0.000000	0.000000	0.000000
ENSG00000252539.1	RNA5SP462	chr19	+	453134	453245	0.000000	0.000000	0.000000
ENSG00000181781.10	ODF3L2	chr19	-	463346	474983	0.000000	0.000000	0.000000
ENSG00000099866.16	MADCAM1	chr19	+	489176	505343	0.000000	0.000000	0.000000
ENSG00000266933.2	MADCAM1-AS1	chr19	-	490046	507833	0.000000	0.000000	0.000000
ENSG00000141933.9	TPGS1	chr19	+	507497	519654	0.082372	30.160740	33.466090
ENSG00000099804.9	CDC34	chr19	+	531760	542092	0.849495	162.511089	180.320865
ENSG00000197540.8	GZMM	chr19	+	544034	549924	0.000000	0.000000	0.000000
ENSG00000267751.6	BSG-AS1	chr19	-	562360	572228	0.000000	0.000000	0.000000
ENSG00000172270.22	BSG	chr19	+	571277	583494	1.429050	1148.068426	1273.886554
ENSG00000099822.3	HCN2	chr19	+	589881	617159	0.000000	0.000000	0.000000
ENSG00000267036.2	ENSG00000267036	chr19	-	590430	591300	0.000000	0.000000	0.000000
ENSG00000099821.14	POLRMT	chr19	-	617221	633537	0.944071	179.380501	199.039015
ENSG00000261204.1	ENSG00000261204	chr19	-	637105	637537	0.000000	0.000000	0.000000
ENSG00000070388.12	FGF22	chr19	+	639879	644373	0.000000	0.000000	0.000000
ENSG00000070423.18	RNF126	chr19	-	647526	663233	0.904983	402.261603	446.345910
ENSG00000267666.2	ENSG00000267666	chr19	+	663482	669500	0.000000	0.000000	0.000000
ENSG00000070404.10	FSTL3	chr19	+	676392	683392	0.153238	55.954600	62.086729
ENSG00000185198.12	PRSS57	chr19	-	685546	695498	0.000000	0.000000	0.000000
ENSG00000213726.5	RPS2P52	chr19	+	690353	691172	0.550000	72.730653	80.701288
ENSG00000099864.18	PALM	chr19	+	708935	748329	0.000000	0.000000	0.000000
ENSG00000099812.9	MISP	chr19	+	751112	764318	0.000000	0.000000	0.000000
ENSG00000272473.2	ENSG00000272473	chr19	-	781002	782651	0.000000	0.000000	0.000000
ENSG00000267530.5	LINC01836	chr19	+	782755	786092	0.021802	4.745344	5.265392
ENSG00000011304.22	PTBP1	chr19	+	797075	812327	4.033051	1410.346135	1564.907576
ENSG00000284361.1	MIR4745	chr19	+	804940	805001	0.000000	0.000000	0.000000
ENSG00000129951.19	PLPPR3	chr19	-	812488	821955	0.000000	0.000000	0.000000
ENSG00000263414.1	MIR3187	chr19	+	813584	813653	0.000000	0.000000	0.000000
ENSG00000172232.10	AZU1	chr19	+	825097	832018	0.000000	0.000000	0.000000
ENSG00000196415.10	PRTN3	chr19	+	840999	848175	0.000000	0.000000	0.000000
ENSG00000197561.7	ELANE	chr19	+	851014	856247	0.000000	0.000000	0.000000
ENSG00000197766.9	CFD	chr19	+	859453	867884	0.000000	0.000000	0.000000
ENSG00000175221.16	MED16	chr19	-	867630	893218	1.208432	197.273696	218.893146
ENSG00000207507.1	RNU6-9	chr19	+	893484	893590	0.000000	0.000000	0.000000
ENSG00000198858.10	R3HDM4	chr19	-	896503	913245	1.833277	407.591305	452.259701
ENSG00000116014.10	KISS1R	chr19	+	917287	921005	0.089820	12.214121	13.552681
ENSG00000116017.11	ARID3A	chr19	+	925781	975939	0.874686	207.610177	230.362413
ENSG00000267159.2	ENSG00000267159	chr19	-	928259	928817	0.000000	0.000000	0.000000
ENSG00000275162.1	ENSG00000275162	chr19	+	956485	958149	0.000000	0.000000	0.000000
ENSG00000065268.11	WDR18	chr19	+	984332	998438	2.222514	523.191388	580.528528
ENSG00000266990.1	ENSG00000266990	chr19	-	999796	1002757	0.000000	0.000000	0.000000
ENSG00000116032.5	GRIN3B	chr19	+	1000419	1009732	0.000000	0.000000	0.000000
ENSG00000182087.14	TMEM259	chr19	-	1009648	1021179	1.347060	277.012013	307.370076
ENSG00000274177.1	ENSG00000274177	chr19	+	1010221	1010907	0.000000	0.000000	0.000000
ENSG00000207357.1	RNU6-2	chr19	+	1021522	1021628	0.000000	0.000000	0.000000
ENSG00000064666.15	CNN2	chr19	+	1026586	1039068	4.115934	965.640775	1071.466449
ENSG00000279753.1	ENSG00000279753	chr19	-	1038727	1039064	0.000000	0.000000	0.000000
ENSG00000064687.13	ABCA7	chr19	+	1039997	1065572	0.140216	28.053271	31.127661
ENSG00000180448.11	ARHGAP45	chr19	+	1065923	1086628	1.729137	576.534561	639.717641
ENSG00000099817.12	POLR2E	chr19	-	1086574	1095380	2.015610	491.649823	545.530287
ENSG00000167468.20	GPX4	chr19	+	1103982	1106791	5.603441	2166.190582	2403.585878
ENSG00000064932.16	SBNO2	chr19	-	1107637	1174268	0.405818	126.711872	140.598370
ENSG00000290166.1	ENSG00000290166	chr19	+	1163451	1165333	0.000000	0.000000	0.000000
ENSG00000118046.17	STK11	chr19	+	1177558	1228431	0.251093	182.309827	202.289369
ENSG00000267736.2	HMGB2P1	chr19	+	1203209	1203842	11.123028	1470.881973	1632.077606
ENSG00000099625.14	CBARP	chr19	-	1228287	1238027	0.000000	0.000000	0.000000
ENSG00000267778.1	CBARP-DT	chr19	+	1238179	1239522	0.000000	0.000000	0.000000
ENSG00000099624.8	ATP5F1D	chr19	+	1241746	1244825	2.573142	846.456526	939.220661
ENSG00000288704.1	ENSG00000288704	chr19	-	1245890	1249559	0.000000	0.000000	0.000000
ENSG00000167470.14	MIDN	chr19	+	1248553	1259143	0.605362	92.824545	102.997293
ENSG00000099622.14	CIRBP	chr19	+	1259384	1274880	0.479185	756.542529	839.452888
ENSG00000267493.4	CIRBP-AS1	chr19	-	1267471	1270260	0.000000	0.000000	0.000000
ENSG00000228300.14	FAM174C	chr19	+	1275530	1279244	0.714044	309.088744	342.962132
ENSG00000099617.4	EFNA2	chr19	+	1285873	1301431	0.000000	0.000000	0.000000
ENSG00000240846.2	RPS15P9	chr19	-	1307401	1307719	0.000000	0.000000	0.000000
ENSG00000267372.2	ENSG00000267372	chr19	+	1321225	1322846	0.000000	0.000000	0.000000
ENSG00000160953.17	PWWP3A	chr19	+	1354711	1378431	0.237758	97.563410	108.255495
ENSG00000279488.1	ENSG00000279488	chr19	-	1372238	1374364	0.018070	2.389533	2.651404
ENSG00000267755.1	ENSG00000267755	chr19	-	1376773	1377520	0.000000	0.000000	0.000000
ENSG00000115286.21	NDUFS7	chr19	+	1383527	1395589	0.329812	351.760214	390.310017
ENSG00000280486.2	ENSG00000280486	chr19	-	1385473	1389665	0.000000	0.000000	0.000000
ENSG00000248015.7	ENSG00000248015	chr19	-	1392170	1396467	0.000000	0.000000	0.000000
ENSG00000130005.13	GAMT	chr19	-	1397026	1401570	0.367457	85.534950	94.908823
ENSG00000071626.17	DAZAP1	chr19	+	1407569	1435687	0.816454	722.579562	801.767881
ENSG00000115268.10	RPS15	chr19	+	1438358	1440495	16.611319	8869.412368	9841.421383
ENSG00000268798.1	ENSG00000268798	chr19	+	1440839	1441938	0.000000	0.000000	0.000000
ENSG00000115266.12	APC2	chr19	+	1446302	1473244	0.000000	0.000000	0.000000
ENSG00000267317.2	ENSG00000267317	chr19	-	1457670	1458580	0.164654	21.773442	24.159618
ENSG00000119559.17	C19orf25	chr19	-	1461143	1479219	0.106253	40.688436	45.147528
ENSG00000115257.15	PCSK4	chr19	-	1481428	1490752	0.000000	0.000000	0.000000
ENSG00000115255.12	REEP6	chr19	+	1491166	1497927	0.000000	0.000000	0.000000
ENSG00000185761.11	ADAMTSL5	chr19	-	1505022	1513604	0.000000	0.000000	0.000000
ENSG00000185988.15	PLK5	chr19	+	1508023	1536046	0.000000	0.000000	0.000000
ENSG00000267092.2	ENSG00000267092	chr19	+	1508375	1508963	0.000000	0.000000	0.000000
ENSG00000181588.17	MEX3D	chr19	-	1554672	1568325	0.192036	25.394370	28.177368
ENSG00000239367.2	RN7SL477P	chr19	-	1570575	1570860	0.178322	23.580864	26.165118
ENSG00000071655.18	MBD3	chr19	-	1573596	1592865	0.568228	261.826514	290.520381
ENSG00000279009.1	ENSG00000279009	chr19	+	1576939	1577086	0.000000	0.000000	0.000000
ENSG00000267059.2	ENSG00000267059	chr19	-	1578339	1605445	0.000000	0.000000	0.000000
ENSG00000127540.12	UQCR11	chr19	-	1597169	1605473	0.253057	139.627381	154.929305
ENSG00000071564.19	TCF3	chr19	-	1609291	1652615	1.616605	646.244908	717.067624
ENSG00000252933.1	RNU6-1223P	chr19	-	1616492	1616595	0.000000	0.000000	0.000000
ENSG00000275642.1	Metazoa_SRP	chr19	+	1724115	1724395	0.000000	0.000000	0.000000
ENSG00000267073.1	ENSG00000267073	chr19	+	1748056	1748745	0.000000	0.000000	0.000000
ENSG00000205922.5	ONECUT3	chr19	+	1753506	1780988	0.000000	0.000000	0.000000
ENSG00000130270.16	ATP8B3	chr19	-	1782075	1812276	0.000000	0.000000	0.000000
ENSG00000079313.15	REXO1	chr19	-	1815248	1848483	0.741413	137.045707	152.064703
ENSG00000267007.1	ENSG00000267007	chr19	+	1815249	1815873	0.000000	0.000000	0.000000
ENSG00000284216.1	MIR1909	chr19	-	1816159	1816238	0.000463	0.061226	0.067936
ENSG00000267244.5	ENSG00000267244	chr19	+	1822089	1824542	0.001069	0.144668	0.160522
ENSG00000267125.2	ENSG00000267125	chr19	+	1852382	1853622	0.000000	0.000000	0.000000
ENSG00000129911.9	KLF16	chr19	-	1852399	1863579	0.836143	113.046972	125.435919
ENSG00000267141.1	ENSG00000267141	chr19	+	1860250	1862019	0.000000	0.000000	0.000000
ENSG00000261526.3	ENSG00000261526	chr19	-	1874516	1876204	0.088810	11.744017	13.031057
ENSG00000267232.1	ENSG00000267232	chr19	+	1875016	1875992	0.000000	0.000000	0.000000
ENSG00000129968.17	ABHD17A	chr19	-	1876810	1885496	0.413110	114.623244	127.184936
ENSG00000227500.11	SCAMP4	chr19	+	1905214	1926013	0.121415	78.684781	87.307935
ENSG00000213638.6	ADAT3	chr19	+	1905399	1913447	0.056891	25.735675	28.556077
ENSG00000133275.16	CSNK1G2	chr19	+	1941172	1981338	0.152439	219.461306	243.512321
ENSG00000180846.8	CSNK1G2-AS1	chr19	-	1952531	1954586	0.000000	0.000000	0.000000
ENSG00000133243.10	BTBD2	chr19	-	1985438	2034881	0.520762	201.428732	223.503537
ENSG00000267283.1	ENSG00000267283	chr19	+	1989401	1990370	0.000000	0.000000	0.000000
ENSG00000279653.1	ENSG00000279653	chr19	-	2002580	2003581	0.024618	3.255424	3.612190
ENSG00000275468.1	ENSG00000275468	chr19	-	2013728	2014656	0.000000	0.000000	0.000000
ENSG00000267180.1	ENSG00000267180	chr19	-	2030853	2031051	0.000000	0.000000	0.000000
ENSG00000099875.16	MKNK2	chr19	-	2037465	2051244	32.371767	6603.645985	7327.347078
ENSG00000172081.14	MOB3A	chr19	-	2071036	2096673	1.918943	1335.427744	1481.778794
ENSG00000099840.14	IZUMO4	chr19	+	2096429	2099593	0.209025	45.813303	50.834035
ENSG00000065000.20	AP3D1	chr19	-	2100988	2164468	1.413438	405.966899	450.457274
ENSG00000104885.19	DOT1L	chr19	+	2163933	2232578	1.077380	252.165768	279.800902
ENSG00000267122.1	ENSG00000267122	chr19	-	2212029	2215565	0.000000	0.000000	0.000000
ENSG00000104886.12	PLEKHJ1	chr19	-	2230084	2237704	0.661041	184.822209	205.077085
ENSG00000221411.1	MIR1227	chr19	-	2234062	2234149	0.000000	0.000000	0.000000
ENSG00000284129.1	MIR6789	chr19	-	2235829	2235926	0.000007	0.000926	0.001027
ENSG00000104897.10	SF3A2	chr19	+	2236824	2248655	0.831202	583.422286	647.360199
ENSG00000104899.8	AMH	chr19	+	2249309	2252073	0.000000	0.000000	0.000000
ENSG00000284272.1	MIR4321	chr19	+	2250639	2250718	0.000000	0.000000	0.000000
ENSG00000167476.10	JSRP1	chr19	-	2252252	2269759	0.018958	7.169920	7.955680
ENSG00000104904.12	OAZ1	chr19	+	2269509	2273490	11.004451	4507.205156	5001.154909
ENSG00000273734.1	ENSG00000273734	chr19	+	2269525	2341172	0.000000	0.000000	0.000000
ENSG00000188305.6	PEAK3	chr19	-	2274631	2282175	0.000000	0.000000	0.000000
ENSG00000220008.4	LINGO3	chr19	-	2287164	2308154	0.058097	12.270587	13.615334
ENSG00000288156.1	ENSG00000288156	chr19	+	2293173	2295781	0.000000	0.000000	0.000000
ENSG00000286880.1	ENSG00000286880	chr19	-	2315162	2316875	0.000000	0.000000	0.000000
ENSG00000130332.15	LSM7	chr19	-	2321520	2328611	0.569745	679.440897	753.901599
ENSG00000005206.17	SPPL2B	chr19	+	2328615	2355095	0.152828	95.738003	106.230040
ENSG00000178297.15	TMPRSS9	chr19	+	2360238	2426261	0.000000	0.000000	0.000000
ENSG00000099800.8	TIMM13	chr19	-	2425625	2427586	1.515625	200.422537	222.387071
ENSG00000176619.13	LMNB2	chr19	-	2427638	2456959	2.716861	520.702545	577.766930
ENSG00000283728.1	MIR7108	chr19	-	2434914	2435000	0.000000	0.000000	0.000000
ENSG00000267201.1	LINC01775	chr19	-	2458935	2462185	0.000000	0.000000	0.000000
ENSG00000099860.9	GADD45B	chr19	+	2476122	2478259	2.656221	567.348415	629.524774
ENSG00000252962.1	RNU6-993P	chr19	-	2503047	2503141	0.000000	0.000000	0.000000
ENSG00000176533.13	GNG7	chr19	-	2511219	2702694	0.348218	49.924171	55.395418
ENSG00000105694.3	ELOCP28	chr19	+	2538112	2538754	0.000000	0.000000	0.000000
ENSG00000263974.2	RN7SL121P	chr19	-	2595019	2595291	0.021978	2.906317	3.224823
ENSG00000267412.1	ENSG00000267412	chr19	-	2610155	2611862	0.000000	0.000000	0.000000
ENSG00000277904.1	MIR7850	chr19	+	2630715	2630793	0.000000	0.000000	0.000000
ENSG00000267214.1	ENSG00000267214	chr19	+	2631954	2632849	0.000000	0.000000	0.000000
ENSG00000267749.1	ENSG00000267749	chr19	-	2641838	2643853	0.036210	4.788322	5.313079
ENSG00000276097.1	ENSG00000276097	chr19	-	2700689	2701266	0.000000	0.000000	0.000000
ENSG00000176490.5	DIRAS1	chr19	-	2714567	2721372	0.000000	0.000000	0.000000
ENSG00000267001.1	ENSG00000267001	chr19	-	2717769	2740048	0.000000	0.000000	0.000000
ENSG00000286460.1	ENSG00000286460	chr19	+	2721710	2724517	0.000000	0.000000	0.000000
ENSG00000261342.1	ENSG00000261342	chr19	-	2727743	2729327	0.047319	6.257349	6.943099
ENSG00000141873.11	SLC39A3	chr19	-	2732204	2740028	0.289747	95.071129	105.490082
ENSG00000104969.11	SGTA	chr19	-	2754715	2783362	0.404526	214.002672	237.455469
ENSG00000172009.15	THOP1	chr19	+	2785503	2815807	1.312508	320.066444	355.142891
ENSG00000172006.12	ZNF554	chr19	+	2819868	2836735	0.000000	0.000000	0.000000
ENSG00000186300.12	ZNF555	chr19	+	2841437	2860471	0.000000	0.000000	0.000000
ENSG00000267063.1	ENSG00000267063	chr19	-	2847227	2858716	0.000000	0.000000	0.000000
ENSG00000287766.1	ENSG00000287766	chr19	+	2862270	2864428	0.000000	0.000000	0.000000
ENSG00000172000.7	ZNF556	chr19	+	2867335	2883445	0.000000	0.000000	0.000000
ENSG00000267398.1	ENSG00000267398	chr19	-	2874950	2875592	5.079755	671.734357	745.350491
ENSG00000266938.1	ENSG00000266938	chr19	-	2896625	2897222	0.000000	0.000000	0.000000
ENSG00000171970.14	ZNF57	chr19	+	2900928	2918473	0.000000	0.000000	0.000000
ENSG00000253392.4	ENSG00000253392	chr19	-	2908371	2926847	0.074857	35.615539	39.518687
ENSG00000175691.9	ZNF77	chr19	-	2933218	2944971	0.000000	0.000000	0.000000
ENSG00000279452.1	ENSG00000279452	chr19	+	2949035	2950644	0.000000	0.000000	0.000000
ENSG00000288906.1	ENSG00000288906	chr19	-	2949661	2950658	0.000000	0.000000	0.000000
ENSG00000104953.20	TLE6	chr19	+	2977538	2995179	0.000000	0.000000	0.000000
ENSG00000065717.16	TLE2	chr19	-	2997639	3047635	0.000000	0.000000	0.000000
ENSG00000267469.1	ENSG00000267469	chr19	+	3052910	3053724	0.069004	9.124920	10.124930
ENSG00000104964.15	TLE5	chr19	-	3052910	3063107	3.257846	1351.229867	1499.312689
ENSG00000088256.9	GNA11	chr19	+	3094362	3123999	0.213524	42.353836	46.995441
ENSG00000267139.1	ENSG00000267139	chr19	-	3118665	3119304	0.000000	0.000000	0.000000
ENSG00000267688.1	ENSG00000267688	chr19	-	3121116	3122128	0.000000	0.000000	0.000000
ENSG00000266944.1	ENSG00000266944	chr19	+	3130717	3131398	62.694751	8290.600280	9199.176618
ENSG00000060558.4	GNA15	chr19	+	3136033	3163749	1.519797	243.414816	270.090923
ENSG00000267551.3	GNA15-DT	chr19	-	3141576	3155175	0.000000	0.000000	0.000000
ENSG00000125910.6	S1PR4	chr19	+	3172346	3180332	1.478653	207.910620	230.695782
ENSG00000289471.2	ENSG00000289471	chr19	-	3178326	3178708	0.195822	25.895022	28.732886
ENSG00000125912.11	NCLN	chr19	+	3185563	3209575	1.457725	254.898854	282.833510
ENSG00000161082.13	CELF5	chr19	+	3224661	3297076	0.000000	0.000000	0.000000
ENSG00000267448.6	ENSG00000267448	chr19	-	3296765	3306887	0.000000	0.000000	0.000000
ENSG00000141905.19	NFIC	chr19	+	3314403	3469217	0.111447	90.890174	100.850932
ENSG00000280103.1	ENSG00000280103	chr19	-	3355554	3355955	0.000000	0.000000	0.000000
ENSG00000279599.1	ENSG00000279599	chr19	+	3371395	3371602	0.000000	0.000000	0.000000
ENSG00000095932.7	SMIM24	chr19	-	3473986	3480525	0.000000	0.000000	0.000000
ENSG00000284638.2	SMIM44	chr19	-	3482110	3483441	0.000000	0.000000	0.000000
ENSG00000129932.10	DOHH	chr19	-	3490821	3500674	0.762848	125.278152	139.007528
ENSG00000105325.15	FZR1	chr19	+	3506311	3538334	0.472132	92.127389	102.223734
ENSG00000252408.1	ENSG00000252408	chr19	-	3521248	3521320	0.000000	0.000000	0.000000
ENSG00000161091.15	MFSD12	chr19	-	3538261	3574290	0.166338	183.885702	204.037946
ENSG00000183397.6	TEKTIP1	chr19	+	3539171	3544030	0.000000	0.000000	0.000000
ENSG00000267436.1	ENSG00000267436	chr19	+	3544199	3557569	0.000000	0.000000	0.000000
ENSG00000267231.1	ENSG00000267231	chr19	+	3558015	3558486	0.000000	0.000000	0.000000
ENSG00000279590.1	ENSG00000279590	chr19	-	3567278	3567959	0.000000	0.000000	0.000000
ENSG00000266959.1	ENSG00000266959	chr19	-	3568120	3568273	26.175325	3461.360853	3840.695335
ENSG00000064961.19	HMG20B	chr19	+	3572777	3579088	1.352087	494.552834	548.751442
ENSG00000179855.9	GIPC3	chr19	+	3585478	3593541	0.000000	0.000000	0.000000
ENSG00000006638.13	TBXA2R	chr19	-	3594507	3606875	0.000000	0.000000	0.000000
ENSG00000226800.5	CACTIN-AS1	chr19	+	3607247	3613930	0.000000	0.000000	0.000000
ENSG00000105298.14	CACTIN	chr19	-	3610645	3626815	0.493611	111.643271	123.878384
ENSG00000186111.11	PIP5K1C	chr19	-	3630183	3700468	0.095677	98.184397	108.944537
